company_name,writer,tweet_total,comment_total,retweet_total,like_num,reaction_total
Google Inc,cfingraphs,186,1.0,0.0,9.0,10.0
Google Inc,garythomson14,184,2.0,86.0,280.0,368.0
Google Inc,wsbconsensus,182,22.0,40.0,79.0,141.0
Google Inc,marketrealist,180,2.0,7.0,26.0,35.0
Google Inc,stockmktgenius,180,1.0,0.0,27.0,28.0
Google Inc,teshen8lin,180,12.0,35.0,107.0,154.0
Google Inc,optionsprooi,178,0.0,9.0,2.0,11.0
Google Inc,tq_equities,178,3.0,11.0,21.0,35.0
Google Inc,sell_that_optio,177,8.0,9.0,25.0,42.0
Google Inc,stock_family,177,7.0,45.0,61.0,113.0
Google Inc,benzinga,175,34.0,313.0,385.0,732.0
Google Inc,seekingalpha,168,5.0,96.0,187.0,288.0
Google Inc,towelietrades,167,0.0,7.0,14.0,21.0
Google Inc,dataswarmm,166,0.0,0.0,0.0,0.0
Google Inc,optionsforecast,166,58.0,71.0,310.0,439.0
Google Inc,stock_market_pr,163,4.0,17.0,12.0,33.0
Google Inc,finscreener_com,162,1.0,1.0,32.0,34.0
Google Inc,wtcm3,162,120.0,326.0,1918.0,2364.0
Google Inc,tradingguru,161,11.0,29.0,75.0,115.0
Google Inc,jchengery,159,1.0,19.0,243.0,263.0
Google Inc,investidea1,156,7.0,58.0,55.0,120.0
Google Inc,kingmidasau1,154,13.0,407.0,842.0,1262.0
Google Inc,johnscharts,152,146.0,246.0,1497.0,1889.0
Google Inc,data168,149,77.0,74.0,347.0,498.0
Google Inc,bullbearcharts,148,0.0,3.0,20.0,23.0
Google Inc,optionstradin17,147,129.0,193.0,613.0,935.0
Google Inc,xosignals,147,4.0,5.0,35.0,44.0
Google Inc,j_p_jacques,146,59.0,50.0,247.0,356.0
Google Inc,petertrader99,143,213.0,50.0,778.0,1041.0
Google Inc,sssvenky,142,122.0,33.0,667.0,822.0
Google Inc,justinpulitzer,138,87.0,151.0,679.0,917.0
Google Inc,roberee,137,29.0,15.0,46.0,90.0
Google Inc,mc_optiontrades,135,2.0,13.0,41.0,56.0
Google Inc,llcbillionaire,134,4.0,10.0,20.0,34.0
Google Inc,shoprecord,134,43.0,30.0,38.0,111.0
Google Inc,squawksquare,133,20.0,15.0,67.0,102.0
Google Inc,tickerreport,132,0.0,1.0,3.0,4.0
Google Inc,daviddaubner,131,0.0,8.0,27.0,35.0
Google Inc,mkt_matrix,131,8.0,16.0,47.0,71.0
Google Inc,msectors,131,3.0,39.0,96.0,138.0
Google Inc,openoutcrier,126,36.0,211.0,302.0,549.0
Google Inc,raviromo,125,11.0,16.0,43.0,70.0
Google Inc,15minofpham,120,3.0,32.0,69.0,104.0
Google Inc,davidmoadel,120,16.0,32.0,68.0,116.0
Google Inc,ivolatility,117,1.0,0.0,5.0,6.0
Google Inc,llyrx,116,6.0,13.0,147.0,166.0
Google Inc,ratingsnetwork,116,1.0,8.0,11.0,20.0
Google Inc,swatresearch,116,76.0,67.0,264.0,407.0
Google Inc,techeblog,116,4.0,181.0,102.0,287.0
Google Inc,teresatrades,116,4.0,17.0,167.0,188.0
Google Inc,bwuic,115,2.0,24.0,31.0,57.0
Google Inc,everytimeicash,113,11.0,32.0,121.0,164.0
Google Inc,brainhoits,112,14.0,17.0,41.0,72.0
Google Inc,stockhoot,112,0.0,0.0,22.0,22.0
Google Inc,transcriptdaily,108,0.0,4.0,1.0,5.0
Google Inc,fpswatchlist,106,4.0,83.0,179.0,266.0
Google Inc,sl20707,106,0.0,3.0,8.0,11.0
Google Inc,consumerfeed,105,1.0,2.0,2.0,5.0
Google Inc,psk2329,104,41.0,92.0,358.0,491.0
Google Inc,dailypoliticaln,103,0.0,1.0,4.0,5.0
Google Inc,mikeo188,103,22.0,3.0,116.0,141.0
Google Inc,breaking24seven,101,8.0,52.0,67.0,127.0
Google Inc,jessecoheninv,100,38.0,177.0,375.0,590.0
Google Inc,spiderman_3s,100,4.0,25.0,173.0,202.0
Google Inc,trading_analyst,100,4.0,7.0,32.0,43.0
Google Inc,theoptionspros,98,3.0,3.0,35.0,41.0
Google Inc,manictrading,96,38.0,25.0,281.0,344.0
Google Inc,realsheepwolf,95,26.0,638.0,1005.0,1669.0
Google Inc,zerofiltertruth,95,6.0,10.0,37.0,53.0
Google Inc,zolmaxnews,94,0.0,1.0,3.0,4.0
Google Inc,carmex212,93,80.0,3.0,81.0,164.0
Google Inc,investorplace,93,0.0,25.0,32.0,57.0
Google Inc,dakotafinancial,91,0.0,1.0,3.0,4.0
Google Inc,sethcl,91,20.0,66.0,323.0,409.0
Google Inc,mitickwatcher,89,1.0,2.0,7.0,10.0
Google Inc,options_ov,89,47.0,25.0,272.0,344.0
Google Inc,weijgenberger,89,0.0,11.0,5.0,16.0
Google Inc,classicoptions,88,22.0,48.0,390.0,460.0
Google Inc,dispatchtribune,88,0.0,1.0,1.0,2.0
Google Inc,olympiareport,88,0.0,0.0,2.0,2.0
Google Inc,lamonicabuzz,87,47.0,137.0,338.0,522.0
Google Inc,codemonk13,86,10.0,2.0,22.0,34.0
Google Inc,magnoliag2012,86,2.0,5.0,4.0,11.0
Google Inc,themarketsdaily,86,0.0,3.0,1.0,4.0
Google Inc,weekherald,86,0.0,0.0,1.0,1.0
Google Inc,askgeorgebailey,85,12.0,38.0,28.0,78.0
Google Inc,aznoptions,83,39.0,14.0,112.0,165.0
Google Inc,felipepotes83,83,2.0,14.0,24.0,40.0
Google Inc,bs_marker,82,0.0,16.0,3.0,19.0
Google Inc,wingtrades,82,5.0,3.0,14.0,22.0
Google Inc,madmraket,81,18.0,15.0,82.0,115.0
Google Inc,pipstodollars,81,43.0,62.0,252.0,357.0
Google Inc,tfnn,81,2.0,8.0,13.0,23.0
Google Inc,thislincolnian,81,0.0,2.0,3.0,5.0
Google Inc,thweissxfx,81,21.0,13.0,149.0,183.0
Google Inc,ebitdatrades,78,0.0,30.0,15.0,45.0
Google Inc,marketbeatnews,78,1.0,3.0,13.0,17.0
Google Inc,chitraders,77,3.0,16.0,30.0,49.0
Google Inc,financialbuzz,77,1.0,262.0,777.0,1040.0
Google Inc,waitcapital,77,19.0,7.0,118.0,144.0
Google Inc,tradingwizard1,76,21.0,28.0,28.0,77.0
Google Inc,trendspider,76,18.0,79.0,239.0,336.0
Google Inc,racernic,75,11.0,62.0,86.0,159.0
Google Inc,misselllly,74,17.0,13.0,48.0,78.0
Google Inc,luke_sosnowski,73,50.0,95.0,343.0,488.0
Google Inc,fintwitamzn,72,2.0,5.0,12.0,19.0
Google Inc,spartantrading,72,19.0,98.0,310.0,427.0
Google Inc,stockspastor,72,2.0,38.0,56.0,96.0
Google Inc,apppro1,71,19.0,7.0,17.0,43.0
Google Inc,alicech76224366,70,35.0,17.0,61.0,113.0
Google Inc,realmoney,69,15.0,117.0,195.0,327.0
Google Inc,fuckcnbc,68,1.0,9.0,14.0,24.0
Google Inc,mdtrades12,68,45.0,20.0,250.0,315.0
Google Inc,reddogt3,68,134.0,256.0,1395.0,1785.0
Google Inc,mikes_charts,65,35.0,14.0,172.0,221.0
Google Inc,deafdaytrader,64,93.0,42.0,626.0,761.0
Google Inc,accessatrader,62,5.0,27.0,57.0,89.0
Google Inc,optionsmike,62,43.0,80.0,418.0,541.0
Google Inc,investorideas,61,0.0,17.0,8.0,25.0
Google Inc,androsform,60,5.0,8.0,30.0,43.0
Google Inc,jjjinvesting,60,3.0,5.0,13.0,21.0
Google Inc,canuck2usa,59,91.0,121.0,762.0,974.0
Google Inc,drweeklyoptions,57,14.0,11.0,113.0,138.0
Google Inc,michaelmottcm,56,13.0,14.0,55.0,82.0
Google Inc,realwillmeade,56,122.0,113.0,992.0,1227.0
Google Inc,hotteststocknow,54,0.0,11.0,3.0,14.0
Google Inc,infinituscap,54,15.0,19.0,31.0,65.0
Google Inc,kreviewer1,54,0.0,0.0,0.0,0.0
Google Inc,gerberkawasaki,52,317.0,160.0,1340.0,1817.0
Google Inc,whatsonthorold2,52,0.0,0.0,0.0,0.0
Google Inc,sleekoptions,51,0.0,3.0,1.0,4.0
Google Inc,hedgehogoptions,49,39.0,14.0,180.0,233.0
Google Inc,reurope_stock,49,0.0,1.0,0.0,1.0
Google Inc,maythefroth,48,7.0,0.0,13.0,20.0
Google Inc,ntfri,48,26.0,6.0,70.0,102.0
Google Inc,bob2trader,47,6.0,9.0,35.0,50.0
Google Inc,gambistefinance,46,0.0,11.0,12.0,23.0
Google Inc,optionslocator,46,5.0,18.0,64.0,87.0
Google Inc,brucerollins,45,1.0,3.0,5.0,9.0
Google Inc,tmgstocktips,45,4.0,34.0,65.0,103.0
Google Inc,ideasprime,44,1.0,1.0,6.0,8.0
Google Inc,banana3stocks,43,11.0,4.0,18.0,33.0
Google Inc,caetuscap,43,38.0,22.0,177.0,237.0
Google Inc,pbay08,43,11.0,3.0,24.0,38.0
Google Inc,trickmitch1,43,23.0,30.0,199.0,252.0
Google Inc,wavegenius,42,1.0,2.0,2.0,5.0
Google Inc,barchart,41,7.0,14.0,20.0,41.0
Google Inc,elliottforecast,41,0.0,40.0,10.0,50.0
Google Inc,mr_moonstocks,41,7.0,5.0,11.0,23.0
Google Inc,nickfranciscoo,41,12.0,6.0,10.0,28.0
Google Inc,si_investor,41,0.0,6.0,5.0,11.0
Google Inc,kasdad,40,14.0,9.0,94.0,117.0
Google Inc,seyedoption,40,18.0,3.0,37.0,58.0
Google Inc,trader_blitz,40,1.0,1.0,9.0,11.0
Google Inc,fininvtr,37,0.0,37.0,39.0,76.0
Google Inc,jamesowenthe3rd,37,7.0,4.0,49.0,60.0
Google Inc,marketchmln,37,3.0,3.0,10.0,16.0
Google Inc,permabear_uk,37,10.0,26.0,122.0,158.0
Google Inc,blogyomi,35,0.0,0.0,0.0,0.0
Google Inc,danshep55,34,18.0,15.0,113.0,146.0
Google Inc,farrisbaba,34,27.0,17.0,181.0,225.0
Google Inc,stock_hunter89,34,18.0,19.0,150.0,187.0
Google Inc,ulmhi,33,0.0,0.0,0.0,0.0
Google Inc,aaronklein10x,31,29.0,35.0,53.0,117.0
Google Inc,rampuptrading,31,45.0,52.0,511.0,608.0
Google Inc,asymmetricalpha,30,57.0,19.0,278.0,354.0
Google Inc,echotoall,30,4.0,10.0,25.0,39.0
Google Inc,facebookipoflop,29,3.0,4.0,7.0,14.0
Google Inc,fusionptcapital,28,42.0,12.0,150.0,204.0
Google Inc,saar_eldar,28,2.0,7.0,10.0,19.0
Google Inc,brianinvest,26,1.0,0.0,4.0,5.0
Google Inc,dapstats,26,13.0,3.0,18.0,34.0
Google Inc,options,26,2.0,5.0,7.0,14.0
Google Inc,elcryptochief,24,0.0,0.0,0.0,0.0
Google Inc,jefffocker,24,3.0,1.0,6.0,10.0
Google Inc,tradewithtechs,24,8.0,43.0,114.0,165.0
Google Inc,dukesealman,22,5.0,7.0,18.0,30.0
Google Inc,patrickcomack,19,12.0,7.0,8.0,27.0
Google Inc,bertelschmitt,18,1.0,36.0,139.0,176.0
Google Inc,pkchin888,18,0.0,1.0,6.0,7.0
Google Inc,fintwittsla,17,1.0,2.0,3.0,6.0
Google Inc,bgamall,16,0.0,0.0,2.0,2.0
Google Inc,marketedgepro,16,0.0,5.0,9.0,14.0
Google Inc,protrader_vini,16,13.0,0.0,43.0,56.0
Google Inc,traderdanny77,16,4.0,3.0,11.0,18.0
Google Inc,chris_stearns,15,7.0,4.0,9.0,20.0
Google Inc,jebkinnison,15,14.0,13.0,65.0,92.0
Google Inc,teckanalytics,15,0.0,6.0,7.0,13.0
Google Inc,sawa201200,14,0.0,0.0,1.0,1.0
Google Inc,tradingthomas3,13,6.0,0.0,19.0,25.0
Google Inc,warren_tt,13,15.0,3.0,15.0,33.0
Google Inc,jctb1,12,0.0,17.0,31.0,48.0
Google Inc,jcoviedo6,11,4.0,13.0,61.0,78.0
Google Inc,thelincolnlist,11,1.0,0.0,4.0,5.0
Google Inc,cheddarflow,9,2.0,6.0,20.0,28.0
Google Inc,papaspoppinpeny,9,1.0,11.0,27.0,39.0
Google Inc,passthebeano,9,1.0,1.0,5.0,7.0
Google Inc,pluginfud,9,14.0,6.0,104.0,124.0
Google Inc,rufioooooh,9,2.0,0.0,2.0,4.0
Google Inc,markbspiegel,8,15.0,7.0,136.0,158.0
Google Inc,stehaller,8,1.0,2.0,10.0,13.0
Google Inc,marshmall0wpeep,7,8.0,2.0,27.0,37.0
Google Inc,opinicusholding,7,0.0,5.0,10.0,15.0
Google Inc,boriquagato,6,12.0,14.0,96.0,122.0
Google Inc,rtgt_guinness,6,0.0,3.0,2.0,5.0
Google Inc,subach,6,5.0,2.0,15.0,22.0
Google Inc,wallstcynic,6,8.0,8.0,92.0,108.0
Google Inc,enertuition,5,1.0,0.0,4.0,5.0
Google Inc,grainsurgeon,5,5.0,8.0,38.0,51.0
Google Inc,mwm76,5,0.0,0.0,0.0,0.0
Google Inc,titoelbandito,5,1.0,0.0,2.0,3.0
Google Inc,brisance,4,0.0,0.0,0.0,0.0
Google Inc,invresdynamics,4,4.0,1.0,20.0,25.0
Google Inc,justtradin,4,0.0,2.0,3.0,5.0
Google Inc,melaynalokosky,4,0.0,2.0,4.0,6.0
Google Inc,vonklein300,4,4.0,8.0,17.0,29.0
Google Inc,wickedsplits,4,0.0,1.0,1.0,2.0
Google Inc,bagholderquotes,3,8.0,5.0,104.0,117.0
Google Inc,biggie_calls,3,2.0,1.0,8.0,11.0
Google Inc,japanesegunto,3,0.0,0.0,0.0,0.0
Google Inc,mothercabrininy,3,2.0,0.0,3.0,5.0
Google Inc,myquikfo,3,0.0,6.0,2.0,8.0
Google Inc,paully_steaks,3,1.0,0.0,0.0,1.0
Google Inc,roka_dura,3,3.0,5.0,16.0,24.0
Google Inc,tomi,3,3.0,0.0,8.0,11.0
Google Inc,upboptionmil,3,1.0,4.0,14.0,19.0
Google Inc,wheels88fortune,3,3.0,2.0,46.0,51.0
Google Inc,commuternyc,2,0.0,0.0,0.0,0.0
Google Inc,plainsite,2,1.0,0.0,3.0,4.0
Google Inc,talesftf,2,3.0,1.0,4.0,8.0
Google Inc,wintoncapptnrs,2,1.0,4.0,2.0,7.0
Google Inc,abledoc,1,1.0,1.0,1.0,3.0
Google Inc,anky7544,1,0.0,0.0,2.0,2.0
Google Inc,blane9171,1,0.0,1.0,7.0,8.0
Google Inc,davebudge,1,0.0,0.0,1.0,1.0
Google Inc,donutshorts,1,2.0,2.0,10.0,14.0
Google Inc,ewfsanjay,1,0.0,0.0,0.0,0.0
Google Inc,fly4dat,1,1.0,1.0,13.0,15.0
Google Inc,g_schelle,1,0.0,0.0,0.0,0.0
Google Inc,greatcrasho2018,1,0.0,0.0,1.0,1.0
Google Inc,kamiari_,1,0.0,0.0,0.0,0.0
Google Inc,modelyendofice,1,0.0,0.0,0.0,0.0
Google Inc,oppayahtwitr,1,0.0,0.0,0.0,0.0
Google Inc,orthereaboot,1,0.0,0.0,3.0,3.0
Google Inc,raindropsohmy,1,0.0,0.0,0.0,0.0
Google Inc,sbalatan,1,0.0,0.0,1.0,1.0
Google Inc,shortingisfun,1,2.0,0.0,4.0,6.0
Google Inc,stkbullgod,1,0.0,1.0,0.0,1.0
Google Inc,timcgriffith,1,0.0,1.0,0.0,1.0
Google Inc,valueanalyst1,1,1.0,1.0,44.0,46.0
Google Inc,vieirauae,1,1.0,0.0,0.0,1.0
Google Inc,zeroshorts,1,0.0,0.0,0.0,0.0
Google Inc,zomgapocalypse,1,2.0,0.0,1.0,3.0
Microsoft,blogyomi,1927,9.0,1.0,8.0,18.0
Microsoft,aaaamhim,1577,265.0,224.0,569.0,1058.0
Microsoft,theburdettelawf,1123,164.0,40.0,397.0,601.0
Microsoft,stehaller,878,106.0,483.0,1113.0,1702.0
Microsoft,realsheepwolf,771,271.0,3642.0,5613.0,9526.0
Microsoft,wallstsolver,752,12.0,165.0,57.0,234.0
Microsoft,portfoliobuzz,696,2.0,2.0,17.0,21.0
Microsoft,exactoptionpick,624,8.0,4.0,62.0,74.0
Microsoft,mikeo188,583,298.0,121.0,535.0,954.0
Microsoft,optionalarm,520,5.0,6.0,41.0,52.0
Microsoft,naashonomics,506,20.0,90.0,124.0,234.0
Microsoft,madmraket,498,51.0,107.0,556.0,714.0
Microsoft,rimisback,477,154.0,488.0,873.0,1515.0
Microsoft,tickwatchermf,459,30.0,90.0,266.0,386.0
Microsoft,stock_family,443,49.0,59.0,267.0,375.0
Microsoft,stickycactusink,420,42.0,286.0,362.0,690.0
Microsoft,reurope_stock,395,1.0,1.0,2.0,4.0
Microsoft,dukesealman,393,59.0,171.0,333.0,563.0
Microsoft,dzierler,392,73.0,229.0,693.0,995.0
Microsoft,jctb1,378,46.0,393.0,768.0,1207.0
Microsoft,towelietrades,366,10.0,8.0,47.0,65.0
Microsoft,1minutestock,360,1.0,6.0,12.0,19.0
Microsoft,shortvolumes,337,4.0,2.0,39.0,45.0
Microsoft,talkmarkets,335,4.0,9.0,36.0,49.0
Microsoft,boardtownblast,331,1.0,251.0,78.0,330.0
Microsoft,topstockalerts1,291,6.0,20.0,41.0,67.0
Microsoft,jorellarakalel,278,2.0,11.0,55.0,68.0
Microsoft,minteractapp,278,4.0,52.0,66.0,122.0
Microsoft,investorideas,264,1.0,85.0,14.0,100.0
Microsoft,drugdoctor2014,260,15.0,141.0,663.0,819.0
Microsoft,stockscoops,246,4.0,14.0,28.0,46.0
Microsoft,finscreener_com,240,1.0,6.0,30.0,37.0
Microsoft,teresatrades,240,20.0,79.0,368.0,467.0
Microsoft,eliteoptionswap,239,41.0,33.0,249.0,323.0
Microsoft,permabear_uk,238,82.0,240.0,1297.0,1619.0
Microsoft,daviddaubner,233,0.0,19.0,50.0,69.0
Microsoft,whatsonthorold2,230,1.0,0.0,4.0,5.0
Microsoft,theflynews,225,25.0,678.0,237.0,940.0
Microsoft,ophirgottlieb,223,125.0,197.0,875.0,1197.0
Microsoft,chrisgellis,217,2.0,26.0,5.0,33.0
Microsoft,tickeron,209,4.0,18.0,18.0,40.0
Microsoft,bob2trader,206,21.0,41.0,184.0,246.0
Microsoft,larrylivinston,205,31.0,31.0,130.0,192.0
Microsoft,sethcl,202,33.0,151.0,751.0,935.0
Microsoft,greenstocks2016,199,50.0,174.0,313.0,537.0
Microsoft,mchaudhry82,195,66.0,254.0,1337.0,1657.0
Microsoft,profectusystems,193,7.0,0.0,43.0,50.0
Microsoft,jjjinvesting,192,14.0,38.0,77.0,129.0
Microsoft,dataswarmm,189,0.0,0.0,0.0,0.0
Microsoft,americanbanking,186,0.0,7.0,6.0,13.0
Microsoft,itradevol,184,12.0,81.0,216.0,309.0
Microsoft,tq_equities,184,1.0,19.0,11.0,31.0
Microsoft,raymond10mm,175,26.0,83.0,275.0,384.0
Microsoft,marketedgepro,173,2.0,25.0,52.0,79.0
Microsoft,kingmidasau1,172,14.0,479.0,946.0,1439.0
Microsoft,marketcurrents,172,2.0,85.0,88.0,175.0
Microsoft,cfingraphs,171,0.0,0.0,3.0,3.0
Microsoft,wingtrades,170,3.0,6.0,18.0,27.0
Microsoft,15minofpham,168,19.0,36.0,94.0,149.0
Microsoft,mc_optiontrades,166,1.0,7.0,26.0,34.0
Microsoft,barchart,165,9.0,54.0,105.0,168.0
Microsoft,swingtradebot,158,0.0,13.0,9.0,22.0
Microsoft,tradingguru,158,10.0,28.0,72.0,110.0
Microsoft,mitickwatcher,154,5.0,1.0,11.0,17.0
Microsoft,sawa201200,154,0.0,5.0,3.0,8.0
Microsoft,themarketisopen,152,0.0,1.0,6.0,7.0
Microsoft,sleekoptions,147,1.0,14.0,9.0,24.0
Microsoft,thweissxfx,146,19.0,23.0,274.0,316.0
Microsoft,briefingcom,142,3.0,110.0,37.0,150.0
Microsoft,sonycomeback,140,26.0,22.0,25.0,73.0
Microsoft,options,138,4.0,30.0,79.0,113.0
Microsoft,ratingsnetwork,135,2.0,7.0,11.0,20.0
Microsoft,bwuic,134,1.0,17.0,26.0,44.0
Microsoft,ryuofdarkness,126,1.0,9.0,7.0,17.0
Microsoft,sjoerdapp,123,0.0,38.0,37.0,75.0
Microsoft,autonomouscns,122,1.0,3.0,5.0,9.0
Microsoft,marketrealist,120,2.0,5.0,18.0,25.0
Microsoft,teckanalytics,116,2.0,37.0,115.0,154.0
Microsoft,fusionptcapital,112,175.0,247.0,1155.0,1577.0
Microsoft,stckpro,112,2.0,11.0,4.0,17.0
Microsoft,seekingalpha,111,6.0,68.0,125.0,199.0
Microsoft,wavegenius,107,2.0,10.0,5.0,17.0
Microsoft,spiderman_3s,106,10.0,21.0,171.0,202.0
Microsoft,shoprecord,105,33.0,28.0,37.0,98.0
Microsoft,marketbeatnews,103,1.0,3.0,3.0,7.0
Microsoft,tfnn,102,2.0,11.0,12.0,25.0
Microsoft,ntfri,101,45.0,19.0,163.0,227.0
Microsoft,zerofiltertruth,100,7.0,9.0,36.0,52.0
Microsoft,kreviewer1,99,1.0,0.0,0.0,1.0
Microsoft,benzinga,97,7.0,142.0,149.0,298.0
Microsoft,globalinvestor5,97,10.0,21.0,47.0,78.0
Microsoft,stockspastor,97,10.0,71.0,147.0,228.0
Microsoft,fpswatchlist,96,3.0,61.0,160.0,224.0
Microsoft,thegreenisback,95,3.0,8.0,64.0,75.0
Microsoft,codemonk13,94,10.0,2.0,19.0,31.0
Microsoft,elliottforecast,94,0.0,23.0,29.0,52.0
Microsoft,thestreet,93,49.0,248.0,594.0,891.0
Microsoft,askgeorgebailey,92,9.0,32.0,30.0,71.0
Microsoft,rttradingideas,90,25.0,17.0,75.0,117.0
Microsoft,papaspoppinpeny,89,21.0,117.0,200.0,338.0
Microsoft,carmex212,88,82.0,10.0,86.0,178.0
Microsoft,davidmoadel,87,8.0,33.0,96.0,137.0
Microsoft,ro_patel,86,4.0,15.0,34.0,53.0
Microsoft,cheddarflow,85,14.0,68.0,198.0,280.0
Microsoft,optioncharts,85,1.0,0.0,2.0,3.0
Microsoft,wtcm3,84,61.0,193.0,997.0,1251.0
Microsoft,jedimarkus77,83,108.0,40.0,346.0,494.0
Microsoft,bs_marker,82,2.0,23.0,12.0,37.0
Microsoft,stock_market_pr,82,0.0,9.0,1.0,10.0
Microsoft,opinicusholding,80,9.0,8.0,79.0,96.0
Microsoft,stockhoot,79,0.0,2.0,5.0,7.0
Microsoft,felipepotes83,78,1.0,11.0,19.0,31.0
Microsoft,tickerreport,76,0.0,0.0,3.0,3.0
Microsoft,fuckcnbc,74,1.0,11.0,20.0,32.0
Microsoft,thislincolnian,73,0.0,1.0,2.0,3.0
Microsoft,elpfan,72,1.0,6.0,8.0,15.0
Microsoft,investorplace,72,2.0,19.0,14.0,35.0
Microsoft,jessecoheninv,72,25.0,139.0,298.0,462.0
Microsoft,androsform,71,4.0,14.0,44.0,62.0
Microsoft,lamonicabuzz,71,44.0,164.0,368.0,576.0
Microsoft,olympiareport,71,0.0,1.0,2.0,3.0
Microsoft,raviromo,71,3.0,6.0,18.0,27.0
Microsoft,datatrekmb,70,8.0,35.0,41.0,84.0
Microsoft,justinpulitzer,70,45.0,101.0,383.0,529.0
Microsoft,consumerfeed,69,0.0,3.0,5.0,8.0
Microsoft,optionsmike,69,48.0,98.0,644.0,790.0
Microsoft,psk2329,69,29.0,92.0,360.0,481.0
Microsoft,themarketsdaily,69,0.0,0.0,2.0,2.0
Microsoft,bullbearcharts,68,0.0,2.0,10.0,12.0
Microsoft,optionsmaxpain,68,0.0,1.0,7.0,8.0
Microsoft,swingtradeideas,68,0.0,0.0,1.0,1.0
Microsoft,truebubblehead,67,56.0,91.0,672.0,819.0
Microsoft,wickedsplits,64,0.0,0.0,0.0,0.0
Microsoft,dailypoliticaln,63,0.0,1.0,2.0,3.0
Microsoft,investidea1,63,0.0,23.0,14.0,37.0
Microsoft,tmgstocktips,63,7.0,73.0,111.0,191.0
Microsoft,hotteststocknow,62,0.0,8.0,8.0,16.0
Microsoft,ideasprime,62,4.0,1.0,7.0,12.0
Microsoft,marketchmln,62,3.0,5.0,19.0,27.0
Microsoft,optionsprooi,62,0.0,3.0,0.0,3.0
Microsoft,xosignals,62,4.0,1.0,28.0,33.0
Microsoft,optionslocator,61,20.0,28.0,127.0,175.0
Microsoft,weekherald,61,0.0,0.0,0.0,0.0
Microsoft,dakotafinancial,60,0.0,1.0,4.0,5.0
Microsoft,upboptionmil,60,27.0,188.0,466.0,681.0
Microsoft,garythomson14,58,0.0,10.0,91.0,101.0
Microsoft,openoutcrier,58,8.0,89.0,134.0,231.0
Microsoft,dispatchtribune,57,0.0,0.0,1.0,1.0
Microsoft,roberee,57,15.0,15.0,30.0,60.0
Microsoft,michaelmottcm,56,11.0,14.0,66.0,91.0
Microsoft,shareplanner,55,2.0,60.0,37.0,99.0
Microsoft,transcriptdaily,55,0.0,1.0,3.0,4.0
Microsoft,sssvenky,54,49.0,12.0,271.0,332.0
Microsoft,trendspider,54,25.0,88.0,309.0,422.0
Microsoft,techeblog,53,1.0,81.0,67.0,149.0
Microsoft,jamesowenthe3rd,52,5.0,7.0,76.0,88.0
Microsoft,zolmaxnews,51,0.0,0.0,1.0,1.0
Microsoft,filmprofessor9,49,34.0,13.0,102.0,149.0
Microsoft,j_p_jacques,49,25.0,28.0,113.0,166.0
Microsoft,johnscharts,49,58.0,81.0,442.0,581.0
Microsoft,breaking24seven,47,2.0,32.0,16.0,50.0
Microsoft,saar_eldar,47,3.0,8.0,20.0,31.0
Microsoft,trading_analyst,47,0.0,4.0,18.0,22.0
Microsoft,caetuscap,46,47.0,13.0,125.0,185.0
Microsoft,elcryptochief,45,0.0,1.0,4.0,5.0
Microsoft,ivolatility,44,0.0,1.0,3.0,4.0
Microsoft,petertrader99,44,54.0,37.0,305.0,396.0
Microsoft,trader_blitz,43,5.0,3.0,5.0,13.0
Microsoft,aznoptions,41,15.0,9.0,95.0,119.0
Microsoft,fintwitamzn,41,2.0,3.0,9.0,14.0
Microsoft,warren_tt,41,29.0,3.0,55.0,87.0
Microsoft,chitraders,37,0.0,6.0,3.0,9.0
Microsoft,everytimeicash,36,2.0,6.0,20.0,28.0
Microsoft,mikes_charts,36,11.0,15.0,94.0,120.0
Microsoft,rufioooooh,36,12.0,0.0,5.0,17.0
Microsoft,optionsforecast,35,8.0,7.0,61.0,76.0
Microsoft,pkchin888,35,1.0,0.0,11.0,12.0
Microsoft,reddogt3,35,147.0,103.0,978.0,1228.0
Microsoft,wsbconsensus,34,4.0,13.0,19.0,36.0
Microsoft,sl20707,33,0.0,3.0,6.0,9.0
Microsoft,weijgenberger,33,0.0,2.0,2.0,4.0
Microsoft,realmoney,32,5.0,85.0,105.0,195.0
Microsoft,roka_dura,32,14.0,6.0,91.0,111.0
Microsoft,financialbuzz,31,0.0,33.0,193.0,226.0
Microsoft,rampuptrading,29,18.0,67.0,370.0,455.0
Microsoft,gerberkawasaki,28,110.0,78.0,631.0,819.0
Microsoft,tradewithtechs,28,12.0,19.0,114.0,145.0
Microsoft,classicoptions,27,8.0,30.0,159.0,197.0
Microsoft,magnoliag2012,26,0.0,2.0,3.0,5.0
Microsoft,pipstodollars,25,23.0,53.0,156.0,232.0
Microsoft,waitcapital,25,12.0,3.0,74.0,89.0
Microsoft,nickfranciscoo,24,8.0,4.0,15.0,27.0
Microsoft,canuck2usa,23,32.0,36.0,226.0,294.0
Microsoft,spartantrading,23,12.0,24.0,92.0,128.0
Microsoft,theoptionspros,23,0.0,4.0,12.0,16.0
Microsoft,apppro1,22,5.0,7.0,14.0,26.0
Microsoft,eliteoptions2,22,31.0,38.0,262.0,331.0
Microsoft,tos_option,21,3.0,2.0,19.0,24.0
Microsoft,ebitdatrades,20,1.0,15.0,28.0,44.0
Microsoft,realwillmeade,20,63.0,52.0,580.0,695.0
